0	0.0166667
1	0.020632
2	0.0164981
3	0.0159188
4	0.0154977
5	0.0159425
6	0.0167985
7	0.0157557
8	0.0162441
9	0.0159606
10	0.0152862
11	0.0164908
12	0.0160123
13	0.0153899
14	0.0159588
15	0.0158233
16	0.0160904
17	0.0164187
18	0.0155595
19	0.0159396
20	0.0162813
21	0.0157956
22	0.0159112
23	0.0325383
24	0.0155811
25	0.0162203
26	0.0166762
27	0.0157274
28	0.0160929
29	0.0162128
30	0.0160912
31	0.0158465
32	0.0160253
33	0.0154769
34	0.0166139
35	0.0158729
36	0.0159436
37	0.0158262
38	0.0153766
39	0.0164337
40	0.0159042
41	0.0161276
42	0.0155228
43	0.0159039
44	0.0161435
45	0.0158841
46	0.0323573
47	0.0155583
48	0.0160558
49	0.0166689
50	0.0153701
51	0.0159875
52	0.0164884
53	0.0165575
54	0.015238
55	0.0167131
56	0.0160096
57	0.0156171
58	0.0164483
59	0.0158355
60	0.0151292
61	0.0166611
62	0.0154244
63	0.0163555
64	0.0160412
65	0.0158593
66	0.0156187
67	0.0163201
68	0.0156481
69	0.01605
70	0.0326327
71	0.0153398
72	0.0162323
73	0.0164298
74	0.0157278
75	0.0158382
76	0.0328249
77	0.0160476
78	0.0313527
79	0.0157032
80	0.0324879
81	0.0155338
82	0.0165629
83	0.0153145
84	0.0164598
85	0.0155203
86	0.0163433
87	0.0156325
88	0.0160388
89	0.0158859
90	0.0160081
91	0.0330876
92	0.0150022
93	0.0164014
94	0.0160607
95	0.0162061
96	0.0153946
97	0.0168526
98	0.0160437
99	0.0149752
100	0.0171158
101	0.0158224
102	0.0161031
103	0.0157128
104	0.0151971
105	0.0161213
106	0.0166027
107	0.0155437
108	0.0158202
109	0.0159224
110	0.0163132
111	0.0157253
112	0.0162602
113	0.0157065
114	0.0331536
115	0.0159787
116	0.0149194
117	0.0166234
118	0.0156059
119	0.0157369
120	0.016055
121	0.0162257
122	0.0158216
123	0.016572
124	0.0163965
125	0.0160318
126	0.0159127
127	0.01595
128	0.0160354
129	0.0159225
130	0.0157746
131	0.015744
132	0.0161926
133	0.0157892
134	0.0159336
135	0.0156985
136	0.0160308
137	0.0160599
138	0.0158439
139	0.0325382
140	0.0155216
141	0.0159743
142	0.0162306
143	0.0167528
144	0.0152866
145	0.0163431
146	0.0162831
147	0.0162298
148	0.0154531
149	0.016555
150	0.0159763
151	0.0159104
152	0.0150517
153	0.0165309
154	0.0160939
155	0.0156697
156	0.0157265
157	0.0164278
158	0.0159196
159	0.0155572
160	0.016262
161	0.0158625
162	0.0158585
163	0.0331511
164	0.0152567
165	0.0159835
166	0.0166432
167	0.0159633
168	0.0156912
169	0.0153259
170	0.0171059
171	0.015995
172	0.0150176
173	0.0168185
174	0.0158793
175	0.0162562
176	0.0149473
177	0.016871
178	0.0154794
179	0.0161411
180	0.0159445
181	0.0161763
182	0.0158514
183	0.0154846
184	0.0331583
185	0.0151704
186	0.0168142
187	0.0160126
188	0.0159579
189	0.0153304
190	0.0161124
191	0.0162121
192	0.0162773
193	0.0160002
194	0.0161221
195	0.0159988
196	0.0158824
197	0.0161091
198	0.0157233
199	0.0160115
200	0.0157608
201	0.0161457
202	0.0154778
203	0.015796
204	0.0162545
205	0.0164189
206	0.0156717
207	0.0158691
208	0.0161585
209	0.0160191
210	0.0636469
211	0.0165958
212	0.0156565
213	0.0157944
214	0.0163895
215	0.0164767
216	0.0153235
217	0.0167934
218	0.0150017
219	0.0165003
220	0.0165074
221	0.0149183
222	0.0170055
223	0.0154056
224	0.0165174
225	0.0159897
226	0.0160074
227	0.0154974
228	0.0155992
229	0.0159417
230	0.0163872
231	0.0156808
232	0.0161114
233	0.0164382
234	0.0153262
235	0.0161298
236	0.0318575
237	0.0322679
238	0.0328215
239	0.0640128
240	0.0154717
241	0.0157978
242	0.0166667
243	0.0165307
244	0.0149024
245	0.0164548
246	0.016518
247	0.0159967
248	0.0151116
249	0.0169918
250	0.0149854
251	0.0169672
252	0.0149792
253	0.0169557
254	0.0155899
255	0.0154239
256	0.0160519
257	0.0167607
258	0.0154498
259	0.0167785
260	0.0152623
261	0.0162429
262	0.0155284
263	0.0158945
264	0.0160127
265	0.0160463
266	0.0159877
267	0.0167607
268	0.01524
269	0.0169369
270	0.0160942
271	0.0154567
272	0.0165193
273	0.0151386
274	0.0158508
275	0.0169715
276	0.0150802
277	0.0159432
278	0.0162022
279	0.0166699
280	0.0161678
281	0.0149684
282	0.0167025
283	0.0153318
284	0.0165571
285	0.0153911
286	0.0166152
287	0.0164292
288	0.0157708
289	0.015887
290	0.0161555
291	0.0157458
292	0.0164175
293	0.0151493
294	0.0164845
295	0.0154731
296	0.0169924
297	0.0150907
